Customer Name,State,Product,Units Sold,Unit Price,Total Sale,Sale Date,Sales Channel,Order ID,Calculated Sale,Diff,Year,Month,Quarter,Revenue Per Unit
Joshua Cooke,Ekiti,Keyboard,,115380.53,,2024-02-03,,9112fbc0-3d8f-45f4-905f-9096299656e2,,,2024,2,2024Q1,115380.53
Matthew Harrington,Rivers,Tablet,,134297.29,,2024-06-24,,ad5229dd-639f-4471-9975-0f00d5aba8ae,,,2024,6,2024Q2,134297.29
Nicole Herring,Delta,Tablet,41.0,80464.8,3299056.8,2024-01-19,Retail,6243bed7-54ec-4f33-8a62-4cbde582b678,3299056.8000000003,-4.656612873077393e-10,2024,1,2024Q1,80464.8
Alex Hernandez,Delta,Laptop,57.0,,,2023-10-28,Wholesale,ca5e151b-23d3-4d4c-bd5f-f093c16f9bcc,,,2023,10,2023Q4,
Michael Elliott,Kano,Camera,,99222.78,,2023-09-24,Online,1413d64d-b962-48a7-b076-a7dcfd0ce433,,,2023,9,2023Q3,99222.78
Michael Wang,Sokoto,Tablet,,174947.0,,2023-08-19,Direct,588a3f87-f96d-40f8-bed6-3da08033f5c2,,,2023,8,2023Q3,174947.0
Lawrence Adkins,Lagos,Camera,,172076.77,,2024-02-21,Online,3b6dca0d-6fe5-440b-9901-ef870dbf0caf,,,2024,2,2024Q1,172076.77
Robert Oconnell,Plateau,Charger,,78835.17,,2024-05-04,Wholesale,9aec56a8-5731-4609-9375-ee90d6b361e4,,,2024,5,2024Q2,78835.17
,Imo,Headphones,65.0,108185.85,7032080.25,2025-05-12,Direct,9879cf35-f471-4986-9d26-4599c4dd8df5,7032080.25,0.0,2025,5,2025Q2,108185.85
Tina Sanders,Plateau,Phone,58.0,200501.94,11629112.52,2024-05-30,Online,538d6b8c-c607-41e9-b80b-2cea658e54a2,11629112.52,0.0,2024,5,2024Q2,200501.94
Angela Vaughn,Delta,Headphones,,139885.8,,2024-01-19,Retail,c8969c5b-45f8-428d-a255-e1bb07958c1f,,,2024,1,2024Q1,139885.8
Ashley Barton,Lagos,Tablet,37.0,48335.19,1788402.03,2025-05-13,Wholesale,3a67470c-7d98-402f-b357-41e5fe1a1ba9,1788402.03,0.0,2025,5,2025Q2,48335.19
Lindsay Martinez,Kano,Phone,83.0,,,2025-06-10,Wholesale,601bfbcb-f0ee-4cce-8d93-e14a5b167158,,,2025,6,2025Q2,
Dr. Hannah Patterson,Abuja,Phone,,205979.05,,2023-11-12,Wholesale,95fbe976-ae00-4b7e-af8c-83e56e8d9644,,,2023,11,2023Q4,205979.05
Jonathan Peterson,Delta,Tablet,,276970.25,,2025-04-02,Direct,c5acc354-15f0-4cb4-a14c-721da921cb4c,,,2025,4,2025Q2,276970.25
Samantha Garcia,Kano,Headphones,,266396.52,,2024-03-21,Retail,3f175534-cc4d-4819-8b9d-fd589e5d9c7a,,,2024,3,2024Q1,266396.52
Madison Poole,Abuja,Keyboard,,231067.39,,2025-07-05,,4499d0a6-1500-4170-92d1-5585b68e47fa,,,2025,7,2025Q3,231067.39
Jessica Gross,Sokoto,Laptop,,207241.97,,2024-10-01,Direct,c8ad0899-b630-494d-a147-adeb277b0667,,,2024,10,2024Q4,207241.97
Debra Morton,Kano,Phone,,191794.04,,2025-01-21,Wholesale,63be441d-bd5a-4c9e-a77e-b0aaa247541d,,,2025,1,2025Q1,191794.04
Karen Graham,Bauchi,Tablet,,282220.37,,2024-03-09,Direct,176de21f-1b46-4bdc-9c56-d9bc5111d31d,,,2024,3,2024Q1,282220.37
,Delta,Keyboard,,110579.4,,2023-12-05,Online,71da35b9-4eea-4db8-b165-d77901547950,,,2023,12,2023Q4,110579.4
Debra Christian,Anambra,Keyboard,65.0,66644.35,4331882.75,2025-02-22,Direct,1a2bd69c-450f-49ee-82e7-9a985c238d8d,4331882.75,0.0,2025,2,2025Q1,66644.35
John Bishop,Enugu,Charger,,287229.48,,2024-08-01,Wholesale,6e54ac6d-2ff8-487e-9659-1c8921ebfaa9,,,2024,8,2024Q3,287229.48
Allen Rosales,Imo,Headphones,92.0,143715.48,13221824.16,2024-08-13,Online,832f52c4-8e03-40cf-8e96-922772e76b51,13221824.16,0.0,2024,8,2024Q3,143715.48
Daniel Salinas,Oyo,Phone,,136766.11,,2024-07-07,Wholesale,16f142a2-06b9-49aa-9a71-67c768759545,,,2024,7,2024Q3,136766.11
Spencer Haynes,Plateau,Tablet,23.0,296656.97,6823110.31,2024-08-01,Online,98d00c2c-17d3-4f32-8de1-596c5a9a206a,6823110.31,0.0,2024,8,2024Q3,296656.97
Adam Vaughan,Plateau,Keyboard,,112400.64,,2025-05-23,Online,dd1ca267-530d-4da6-88d0-f9e5991965ea,,,2025,5,2025Q2,112400.64
Nathan Freeman,Cross River,Laptop,,210731.25,,2024-03-06,Online,69ef74e3-4ab6-421c-8328-c136629ef3d8,,,2024,3,2024Q1,210731.25
Melissa Brewer,Delta,Laptop,,273882.67,,2024-07-31,Wholesale,b98f5dbe-15ae-4e0f-8777-a07f6346d4ef,,,2024,7,2024Q3,273882.67
Ricky Davis II,Cross River,Monitor,79.0,227326.48,17958791.92,2023-07-29,Online,fe2390f3-e7bb-4efc-8f3d-c97fe6b0da0a,17958791.92,0.0,2023,7,2023Q3,227326.48
Elizabeth Perkins,Niger,Keyboard,,240697.5,,2023-09-18,Retail,85671b58-926b-4fa5-be24-5fbffa698cd2,,,2023,9,2023Q3,240697.5
,Rivers,Phone,,247768.25,,2024-08-06,,44b64ec1-4d16-4049-84d7-df9a238b05b7,,,2024,8,2024Q3,247768.25
Erin Warner,Rivers,Headphones,,228676.96,,2024-06-30,Retail,2ace1aa9-1032-46b3-a55b-fc1c7e3d5ee4,,,2024,6,2024Q2,228676.96
David Martinez,Niger,Headphones,,204262.41,,2024-01-13,,4cbc9044-6bcd-4ce7-86a5-6fe86f46f1b1,,,2024,1,2024Q1,204262.41
Cathy Robinson,Niger,Laptop,,236317.52,,2024-10-06,Wholesale,5c72aebd-13b1-4e59-885c-d7147bf69552,,,2024,10,2024Q4,236317.52
Dr. William Warren,Niger,Camera,,157889.24,,2024-04-10,,b88cddde-3f20-46c2-b1b8-8d65406f64d6,,,2024,4,2024Q2,157889.24
Brian Lee,Ekiti,Laptop,,158687.85,,2023-08-17,Direct,9dde0188-9803-422e-beec-e88da002352a,,,2023,8,2023Q3,158687.85
Christopher Smith,Abuja,Monitor,,108854.57,,2023-08-19,Direct,22af711f-1b62-4a9d-b536-6b9f320f72c0,,,2023,8,2023Q3,108854.57
Denise Mccann,Rivers,Camera,,275214.79,,2024-02-14,Retail,654c11d9-f2e6-4828-81bb-819c4dfe1117,,,2024,2,2024Q1,275214.79
Melissa Martinez,Abuja,Monitor,78.0,,,2024-07-29,Direct,614077d3-9ec4-4a48-9773-f98d550c2fe9,,,2024,7,2024Q3,
Katherine Salas,Benue,Keyboard,43.0,34106.53,1466580.79,2024-10-17,Retail,70b27304-545c-488d-9cb9-075ecdd7f460,1466580.79,0.0,2024,10,2024Q4,34106.53
Julie Alexander,Sokoto,Keyboard,,248717.83,,2025-05-26,Retail,d2d33488-d0c3-4018-ae3c-dd4f55b145e4,,,2025,5,2025Q2,248717.83
Anthony Everett,Rivers,Tablet,,270915.0,,2025-04-25,Direct,982a2277-f966-459f-a6aa-59e5dc08bf29,,,2025,4,2025Q2,270915.0
,Delta,Monitor,,61045.96,,2024-11-30,Direct,9a6c0db9-5217-4c88-8ce9-53a722d90db3,,,2024,11,2024Q4,61045.96
Rodney Morales,Enugu,Tablet,,161229.72,,2024-12-14,Online,7aa061e9-336b-40cb-b1fe-ad13f280df1d,,,2024,12,2024Q4,161229.72
Mark Brown,Enugu,Phone,51.0,49778.88,2538722.88,2024-07-10,,65f30779-f6ee-4cdb-ad79-a2d1506e50c7,2538722.88,0.0,2024,7,2024Q3,49778.88
Justin Torres,Imo,Laptop,,256418.56,,2024-02-17,Retail,bc20b9f2-4a9c-489e-91b3-0182f7fe604f,,,2024,2,2024Q1,256418.56
Courtney Mills,Oyo,Camera,,204248.42,,2023-07-17,,f7bf5244-7db2-47aa-a205-e54fb1e8c09d,,,2023,7,2023Q3,204248.42
Elizabeth Oliver DDS,Kaduna,Laptop,,215216.93,,2023-10-02,Direct,c92e8c93-d105-48d6-87c1-c01760452909,,,2023,10,2023Q4,215216.93
Theresa Clark,Anambra,Headphones,,146903.98,,2024-06-09,Online,ee9bf3e1-1d27-409a-9d71-a89864976593,,,2024,6,2024Q2,146903.98
Matthew Moore,Ekiti,Camera,,269717.36,,2023-10-23,Retail,ff4cc10f-979c-40cf-b326-1887905881df,,,2023,10,2023Q4,269717.36
Benjamin Smith,Delta,Headphones,,133922.07,,2025-05-26,Retail,c4829b71-ae84-481c-ae0f-b5b38bae591e,,,2025,5,2025Q2,133922.07
Kirk Carter,Kano,Laptop,,17162.92,,2024-02-01,Wholesale,ba2aa7ba-f3f8-4c31-86e3-f9498cd34c62,,,2024,2,2024Q1,17162.92
Michael Warner,Ekiti,Headphones,,40017.33,,2025-01-26,Online,35ab8466-b557-4b00-b166-cdcf762cdfbc,,,2025,1,2025Q1,40017.33
,Imo,Phone,,124919.66,,2024-04-20,,d4cee27c-4a94-4e9f-8c35-1e4f703e957f,,,2024,4,2024Q2,124919.66
Michael Bradshaw,Rivers,Monitor,40.0,169391.4,6775656.0,2025-02-23,Online,d908a121-d1a7-4a20-91b4-61e9b15da72d,6775656.0,0.0,2025,2,2025Q1,169391.4
Lori Guerrero,Abuja,Keyboard,,167859.76,,2024-05-19,,ac484366-68bd-40d7-8b88-1c32cbb02a8b,,,2024,5,2024Q2,167859.76
Susan Serrano,Lagos,Tablet,25.0,201993.93,5049848.25,2023-08-15,Wholesale,2775ee42-a89e-42f2-80af-bf3f3df51967,5049848.25,0.0,2023,8,2023Q3,201993.93
Laura Roberts,Delta,Camera,,7020.25,,2023-08-19,Retail,6082786f-ca00-4f58-ac52-1d13b719bb68,,,2023,8,2023Q3,7020.25
Michael Lyons,Kaduna,Tablet,,76709.94,,2024-09-25,Direct,9912316a-fd9e-4e20-b2f6-095812ef6101,,,2024,9,2024Q3,76709.94
Kathryn Snyder,Niger,Tablet,,1403.13,,2024-09-19,Online,88cc4d49-669b-49b8-950d-f1a07aaf2001,,,2024,9,2024Q3,1403.13
Andrew Reynolds,Cross River,Keyboard,,65761.44,,2023-12-09,Wholesale,dea050c6-eb9e-4274-ac6a-37ad81b15db9,,,2023,12,2023Q4,65761.44
David Davis,Cross River,Laptop,,22372.34,,2024-04-17,Direct,09697101-8b2c-450a-ab15-c11bb113d50b,,,2024,4,2024Q2,22372.34
Sara Johnston,Enugu,Camera,,127397.37,,2024-09-12,,b39e4df2-5c0a-4feb-b7ea-e66eca6caf9b,,,2024,9,2024Q3,127397.37
Yvonne Chambers,Benue,Tablet,,210265.27,,2024-02-20,Wholesale,98049562-8972-4bbd-8ff2-b1c4e53f9644,,,2024,2,2024Q1,210265.27
,Abuja,Camera,49.0,,,2023-09-06,,1bffa279-15c1-404f-aa16-3354a35fc9c1,,,2023,9,2023Q3,
Andrew Avila,Kaduna,Monitor,21.0,162578.47,3414147.87,2024-05-06,Direct,aa2960fd-a858-44df-bf8c-1097c4da2c2e,3414147.87,0.0,2024,5,2024Q2,162578.47
Matthew Moon,Benue,Laptop,,18546.56,,2024-08-05,,9cd8758b-a5a1-4825-aa95-28c35ae1dbad,,,2024,8,2024Q3,18546.56
Kevin Walters,Lagos,Camera,,268318.42,,2024-06-24,Direct,a520c3d0-fbcd-4f5e-902f-34650b570720,,,2024,6,2024Q2,268318.42
Brandon Bailey MD,Benue,Headphones,57.0,295848.11,16863342.27,2025-02-23,,f780ef2f-664d-4922-a590-fd3cad6ecc57,16863342.27,0.0,2025,2,2025Q1,295848.11
Shannon Rivera,Anambra,Tablet,,141885.32,,2024-09-10,Online,cbd5cc86-f739-46e9-94e3-8579c0afd193,,,2024,9,2024Q3,141885.32
Krista Gibson,Borno,Laptop,,54404.41,,2025-04-12,Wholesale,193e4783-02b3-4254-9b1f-2eb16e3255a8,,,2025,4,2025Q2,54404.41
Frank Cordova,Niger,Phone,,41060.95,,2024-11-06,Direct,bf31c29f-82bb-4d84-b8d5-101f423cad9d,,,2024,11,2024Q4,41060.95
Jose Travis,Imo,Headphones,,192636.74,,2024-12-20,,b00ac64c-949c-48d4-8ed8-a80d84cfee39,,,2024,12,2024Q4,192636.74
Kimberly Gutierrez,Cross River,Tablet,58.0,,,2024-10-27,Retail,5fc64cd0-721e-4b1f-b895-89399342a09f,,,2024,10,2024Q4,
Isaiah Avila,Oyo,Tablet,69.0,218922.21,15105632.49,2023-10-11,Wholesale,adf75924-c5b8-486b-b68b-4f7e64215e66,15105632.49,0.0,2023,10,2023Q4,218922.21
Olivia Harris,Enugu,Keyboard,,289152.88,,2023-10-18,,2697384d-801e-4690-b0c0-7fcc96add4df,,,2023,10,2023Q4,289152.88
,Borno,Laptop,,112651.05,,2023-09-24,,7b96e2d1-0649-4cf6-bf69-723d584fc85b,,,2023,9,2023Q3,112651.05
Tanya Kim,Enugu,Keyboard,,267454.41,,2024-05-11,Online,eba900e1-6a7d-4d96-8ba1-72331ac3bf31,,,2024,5,2024Q2,267454.41
Barbara Dudley,Abuja,Tablet,,134836.87,,2024-04-25,Retail,d4d13d55-1db6-4844-95fa-9483f633cc2d,,,2024,4,2024Q2,134836.87
Cynthia Moore,Plateau,Monitor,,275175.97,,2025-03-19,Wholesale,592c1107-2444-4301-baeb-286bf0d0270f,,,2025,3,2025Q1,275175.97
Kristen Davis,Imo,Tablet,,113560.16,,2024-03-30,Online,c8c5eb2a-7490-4deb-97d3-37d34fd80bbb,,,2024,3,2024Q1,113560.16
Susan Murray MD,Abuja,Keyboard,,24534.87,,2024-09-16,Retail,592a3549-7ba1-49d0-8567-c80534f541c0,,,2024,9,2024Q3,24534.87
Kathleen Moran,Sokoto,Keyboard,54.0,289261.24,15620106.96,2025-07-09,Wholesale,b8d49848-702b-449f-98fd-d2b979e5c9aa,15620106.959999999,1.862645149230957e-09,2025,7,2025Q3,289261.24
Mrs. Kristen Reyes,Abuja,Phone,,262428.84,,2025-02-16,Retail,1132567c-51a4-4d2a-b3d3-9457b25f13df,,,2025,2,2025Q1,262428.84
Katie Suarez,Plateau,Monitor,,40330.45,,2023-10-31,Wholesale,b5f59cb0-cf68-4878-8b70-59334cde1b6b,,,2023,10,2023Q4,40330.45
Desiree Tyler,Cross River,Charger,,258155.83,,2023-12-12,Retail,57d3f4dd-d963-4c72-85c8-234b1d763a66,,,2023,12,2023Q4,258155.83
Timothy Romero,Bauchi,Tablet,71.0,36030.63,2558174.73,2024-10-20,,ccd015c1-ad59-40dd-9bff-3142a5e15b55,2558174.73,0.0,2024,10,2024Q4,36030.63
Diane Evans,Bauchi,Phone,,297857.61,,2024-08-09,Direct,bd90b81a-fbe0-46b8-ae0f-65a82a131c1f,,,2024,8,2024Q3,297857.61
,Kaduna,Laptop,,118221.06,,2024-05-17,Direct,8d49fe3f-2ca8-4783-8418-2d353e711433,,,2024,5,2024Q2,118221.06
Yvonne Burns,Abuja,Camera,11.0,38640.45,425044.95,2024-08-02,,6d268b37-8f52-42d3-94bb-bcf828fea761,425044.94999999995,5.820766091346741e-11,2024,8,2024Q3,38640.45
Joshua Reed,Bauchi,Phone,,293627.95,,2023-08-11,Retail,cc39b925-3b5a-4288-b649-2e64f55dce6d,,,2023,8,2023Q3,293627.95
Kimberly Gibson,Kano,Tablet,66.0,250529.07,16534918.62,2023-08-15,,2fb70dab-2f38-4b43-a137-f8e467b13040,16534918.620000001,-1.862645149230957e-09,2023,8,2023Q3,250529.07
Colin Terry,Kaduna,Phone,56.0,,,2023-08-10,Direct,6544e313-6ea0-4d13-a845-54c3a3f66c61,,,2023,8,2023Q3,
Cynthia Rowe,Kano,Headphones,,226975.73,,2023-10-25,Direct,e212ab7c-9d36-4cb6-bcc5-7be00779250a,,,2023,10,2023Q4,226975.73
Patrick Thornton,Katsina,Keyboard,45.0,293557.96,13210108.2,2025-01-15,Retail,6df72cd3-979a-4051-b317-591a3283daa4,13210108.200000001,-1.862645149230957e-09,2025,1,2025Q1,293557.96
Jasmin Alvarado,Kano,Keyboard,54.0,139169.67,7515162.18,2024-03-25,Direct,36fce0ac-b469-4db3-8123-a348638abdf6,7515162.180000001,-9.313225746154785e-10,2024,3,2024Q1,139169.67
Jonathan Lawrence,Benue,Headphones,48.0,127526.34,6121264.32,2024-07-12,Retail,b4299924-c098-4750-8741-9b4834ae4abd,6121264.32,0.0,2024,7,2024Q3,127526.34
Shelly Alexander,Rivers,Monitor,50.0,114093.3,5704665.0,2024-08-17,,93cd1291-1004-4d82-8bc7-2f1acf08ea54,5704665.0,0.0,2024,8,2024Q3,114093.3
Joyce Bowen,Plateau,Keyboard,48.0,69284.39,3325650.72,2024-06-29,Retail,89718eea-df3a-498a-8cac-2fb51a0c6c04,3325650.7199999997,4.656612873077393e-10,2024,6,2024Q2,69284.39
Matthew Moore,Delta,Laptop,,138457.27,,2023-11-03,Direct,327375bf-5373-4f4d-9da4-9cb92fdc9992,,,2023,11,2023Q4,138457.27
,Plateau,Keyboard,,46958.85,,2024-10-23,Wholesale,abb316a7-4329-4780-9d2c-272175220646,,,2024,10,2024Q4,46958.85
Marie Christian,Abuja,Monitor,19.0,56949.9,1082048.1,2024-08-14,Retail,637ddcd6-98d3-448b-903b-4078a39c9ec6,1082048.1,0.0,2024,8,2024Q3,56949.9
Shannon James,Katsina,Charger,,262624.85,,2023-10-27,Wholesale,1d3e503a-9645-40e4-a47d-c3929c7eb575,,,2023,10,2023Q4,262624.85
Nathan Malone,Kano,Charger,,229764.23,,2024-03-21,Direct,753659ef-d873-4ad9-9a1b-af0e591196dc,,,2024,3,2024Q1,229764.23
Amanda Jones,Niger,Laptop,,10149.09,,2025-07-03,,ac7051d1-d051-467f-ac2a-c34b9e0b7b01,,,2025,7,2025Q3,10149.09
Tammie Bright,Plateau,Headphones,,198229.21,,2024-10-29,Online,eb2ec80e-4c25-4823-8cf4-ffb0b4bba73f,,,2024,10,2024Q4,198229.21
Jessica Garcia,Plateau,Charger,79.0,184669.5,14588890.5,2024-03-14,Wholesale,ac0f6801-15b2-4e1d-9715-46339d4edb71,14588890.5,0.0,2024,3,2024Q1,184669.5
Shelia Wallace,Bauchi,Monitor,11.0,280903.26,3089935.86,2023-11-14,Online,3d131a3d-1e2c-4e7d-902c-f0ee224a66a6,3089935.8600000003,-4.656612873077393e-10,2023,11,2023Q4,280903.26
Elaine Brooks,Anambra,Tablet,,72579.56,,2024-10-31,Retail,5f90fc87-2edc-417e-9df0-5d184e2d6255,,,2024,10,2024Q4,72579.56
Carolyn Miller,Sokoto,Phone,,20653.63,,2025-04-25,Direct,93267d25-234b-4562-98af-5cca6b11b7cb,,,2025,4,2025Q2,20653.63
,Delta,Keyboard,,178386.27,,2024-02-28,,7c966b55-2f8d-4ded-ac4c-450b623ad0fc,,,2024,2,2024Q1,178386.27
Lisa Allen,Anambra,Laptop,,134209.1,,2024-10-14,,eb4e2281-b184-41fc-8991-b01aa2b03c4b,,,2024,10,2024Q4,134209.1
Briana Murray,Benue,Charger,16.0,201771.08,3228337.28,2024-03-28,Direct,2c591da8-fff9-4acf-ae42-05eea52fc3ec,3228337.28,0.0,2024,3,2024Q1,201771.08
David Smith,Oyo,Tablet,,261727.62,,2024-08-08,Direct,49f1137d-7d59-4e19-aab7-b2ef8e0ec033,,,2024,8,2024Q3,261727.62
Stephanie Byrd,Borno,Charger,,73797.88,,2025-04-14,Direct,d78c57d3-5088-40d3-afe5-b14023ea7956,,,2025,4,2025Q2,73797.88
Jeremy Reed,Ekiti,Laptop,59.0,13748.9,811185.1,2024-08-09,Direct,dd92dd7c-0db9-47a9-9e91-a71c7374ccbf,811185.1,0.0,2024,8,2024Q3,13748.9
Margaret Coleman,Sokoto,Monitor,,131969.36,,2024-08-27,Direct,7c0f549d-0274-4f73-b3ab-ea0d5be9fdb3,,,2024,8,2024Q3,131969.36
Ryan Gonzalez,Kano,Phone,,162158.06,,2024-07-25,Direct,624a2a50-d0b1-4de0-b1f3-f0c022f3f068,,,2024,7,2024Q3,162158.06
Laura Haney,Ekiti,Monitor,,226438.52,,2024-09-20,Online,7de1bf5d-af48-47f0-a8bd-075b7eb6581e,,,2024,9,2024Q3,226438.52
Keith Jennings,Plateau,Camera,,42470.6,,2024-07-13,Online,71a0449d-d703-462f-b5cb-e3f56a66c184,,,2024,7,2024Q3,42470.6
Amber Obrien,Rivers,Charger,55.0,298048.29,16392655.95,2025-04-04,Retail,90bde900-1529-46f5-aad1-1fe87d1b695e,16392655.95,0.0,2025,4,2025Q2,298048.29
,Kano,Keyboard,,70631.37,,2023-07-23,Wholesale,38749f3c-c2d4-4b56-8bbe-d98007e67cb0,,,2023,7,2023Q3,70631.37
Tanner Mitchell DDS,Imo,Keyboard,,274960.91,,2024-04-22,Online,398f569b-465c-42cb-885e-b4894ac66780,,,2024,4,2024Q2,274960.91
Heather Fields,Enugu,Phone,54.0,173045.05,9344432.7,2024-03-24,Wholesale,c7de96ea-2b0f-4e44-89e6-4c2289a0b7eb,9344432.7,0.0,2024,3,2024Q1,173045.05
Megan Le,Bauchi,Camera,,173453.71,,2024-12-15,Retail,c5c5ae8a-be15-4d12-90ce-77e9751303b9,,,2024,12,2024Q4,173453.71
Sara Fuller,Anambra,Tablet,,231875.19,,2023-10-04,,82c42e48-8cba-4ae5-becc-daf4c4134dc2,,,2023,10,2023Q4,231875.19
Maria Parker,Oyo,Headphones,47.0,,,2024-05-29,Wholesale,44945e09-1d3c-45a4-929d-63771cfb655f,,,2024,5,2024Q2,
Kevin Oconnor,Osun,Tablet,,245605.56,,2024-10-06,Retail,fdab3441-d2c2-4960-8b09-01abc66dceb3,,,2024,10,2024Q4,245605.56
Edward Burgess,Kano,Keyboard,,71452.76,,2024-03-05,Direct,c1bcbe59-d296-412d-8ac3-5ac45deaa737,,,2024,3,2024Q1,71452.76
Carlos Ryan,Delta,Keyboard,71.0,262939.37,18668695.27,2025-03-20,,70fd6672-b80f-46c5-828f-a16b0aa6fcb9,18668695.27,0.0,2025,3,2025Q1,262939.37
Kiara Mcintyre,Osun,Laptop,,295715.82,,2025-06-08,Direct,6cd6f011-fd61-413b-b7f2-5d368bddcee3,,,2025,6,2025Q2,295715.82
Dawn Summers,Borno,Phone,,156614.69,,2025-01-24,,a757075b-d47f-43b1-bc69-c1551a37f6bd,,,2025,1,2025Q1,156614.69
Victor Taylor,Ekiti,Headphones,,82908.6,,2024-12-26,Online,dff389aa-4c36-470c-bf5e-3b8cc0582da5,,,2024,12,2024Q4,82908.6
,Imo,Tablet,,167237.08,,2024-11-10,,4347dbca-7321-48b2-8840-405affd2f491,,,2024,11,2024Q4,167237.08
Shannon Ramsey,Borno,Phone,,177704.3,,2023-07-31,Online,164484a0-d115-4fff-9cb9-1d5f593c572b,,,2023,7,2023Q3,177704.3
Richard Smith,Bauchi,Laptop,,220696.03,,2024-07-13,,35ba9357-3ca8-4f31-8fd7-f3b9c68fcba5,,,2024,7,2024Q3,220696.03
Jordan Chambers,Lagos,Camera,,52952.39,,2024-02-02,Wholesale,b06b0f0c-9682-4e22-bcd4-344fcf8a368e,,,2024,2,2024Q1,52952.39
Lauren Carson,Imo,Laptop,,203785.66,,2024-12-01,,9c3a1e0b-b5f3-48aa-9c6d-afff59c2f153,,,2024,12,2024Q4,203785.66
Ashley Hall,Borno,Keyboard,18.0,166977.27,3005590.86,2025-03-10,Online,9dbc15c0-2a7d-457c-ad9c-5b50a1fd4187,3005590.86,0.0,2025,3,2025Q1,166977.27
Stephen Hoffman,Rivers,Laptop,,14541.79,,2025-03-04,Direct,d0437e4c-34e5-4699-88eb-e27a23a4e70e,,,2025,3,2025Q1,14541.79
Connie Brown,Oyo,Headphones,,103652.24,,2024-10-02,,91f0647d-0f32-4333-8e31-593734fa32b6,,,2024,10,2024Q4,103652.24
Susan Turner,Anambra,Keyboard,,193173.16,,2024-10-01,Retail,98cbaa52-47f5-4019-8843-8de259cf0b0d,,,2024,10,2024Q4,193173.16
Charles Shah,Rivers,Tablet,,114655.81,,2024-01-03,Direct,fa9fc10e-52da-4681-ab1a-c76c89ecbc51,,,2024,1,2024Q1,114655.81
Johnathan Davis,Rivers,Tablet,,157576.69,,2025-01-21,Online,929ecc92-4a11-4e44-8aea-1b8fb43cde0a,,,2025,1,2025Q1,157576.69
,Oyo,Keyboard,,209044.37,,2024-10-06,Wholesale,83b0b35c-dba6-4df8-b3d0-4ffb44709848,,,2024,10,2024Q4,209044.37
Natalie Bautista,Anambra,Keyboard,,122773.62,,2024-07-18,Online,d0afb235-ade6-4f51-a670-93a0fc48f615,,,2024,7,2024Q3,122773.62
Patrick Moore,Borno,Camera,,90316.6,,2023-11-20,Direct,c0062b5b-f678-49b2-a2b5-f4571860ad28,,,2023,11,2023Q4,90316.6
Brett Burns,Katsina,Keyboard,26.0,55571.75,1444865.5,2024-08-21,Wholesale,0f2d5c15-eb34-4d3a-a95e-5ea9c9230c64,1444865.5,0.0,2024,8,2024Q3,55571.75
Trevor Johnson,Enugu,Headphones,26.0,161609.52,4201847.52,2024-11-10,Wholesale,a7e8d18e-ddf6-44ac-86fe-acd4fe1393cd,4201847.52,0.0,2024,11,2024Q4,161609.52
Jeremy Sampson,Sokoto,Monitor,,72669.97,,2025-01-21,Online,21f8072d-ddb7-470e-b390-b059207bbe21,,,2025,1,2025Q1,72669.97
Ariana Jennings,Enugu,Camera,,67990.69,,2024-11-03,Direct,5274ee11-b61d-4906-a570-35db3fead90a,,,2024,11,2024Q4,67990.69
Vanessa Howard,Anambra,Headphones,,257333.6,,2025-03-03,Online,d7f34368-c2ef-4ecb-bf5f-bf4fd4176230,,,2025,3,2025Q1,257333.6
Colton Martinez,Bauchi,Laptop,33.0,43733.35,1443200.55,2025-04-24,Retail,24655c39-7d4d-4add-a488-0945ad1db537,1443200.55,0.0,2025,4,2025Q2,43733.35
Linda Smith,Anambra,Monitor,,139176.04,,2023-11-02,,135508d0-73b5-4ad5-a00b-4b356a0aa7d5,,,2023,11,2023Q4,139176.04
Dana Martinez,Abuja,Charger,46.0,17758.37,816885.02,2025-04-09,Wholesale,c4d598f7-e14f-4093-8b6a-d0c7a2356dd4,816885.0199999999,1.1641532182693481e-10,2025,4,2025Q2,17758.37
Andrea Hubbard,Kano,Tablet,,124096.91,,2024-12-20,,bff30c8d-83ff-4e96-a721-3a7017d50f59,,,2024,12,2024Q4,124096.91
Daniel Kane,Anambra,Tablet,,159232.55,,2023-08-04,Retail,e097dedb-efb3-4939-b1d8-18874739cc7b,,,2023,8,2023Q3,159232.55
Charles Lester,Abuja,Tablet,,116831.51,,2024-09-27,,7cf07bb3-f343-49eb-b466-ef025e7b72c8,,,2024,9,2024Q3,116831.51
Scott Thomas,Lagos,Keyboard,,76871.2,,2025-01-05,Retail,de70bd30-00a2-4367-94fb-09f053c93ae7,,,2025,1,2025Q1,76871.2
David Thompson,Sokoto,Headphones,44.0,99413.77,4374205.88,2023-10-04,Retail,17d821b8-bb93-4d40-98df-f535c62dbaea,4374205.88,0.0,2023,10,2023Q4,99413.77
Allison Smith,Oyo,Keyboard,,24181.59,,2023-12-06,Retail,a284e8fd-755c-4e2a-b8de-d777bb1e5ae8,,,2023,12,2023Q4,24181.59
Anthony Harmon,Kaduna,Charger,,135211.15,,2024-06-17,,65d0b517-88d0-4abd-8bb1-8c791036708d,,,2024,6,2024Q2,135211.15
Nichole Alvarez,Ekiti,Charger,,111637.71,,2024-03-10,Wholesale,d3293724-6dfd-471a-b7d7-465d37c3b3c9,,,2024,3,2024Q1,111637.71
